Plano:,Projeto:,Avaliador:,Orientador:,Vigência:,Área:,Subárea:,Programa:,Centro:
CARACTERIZAÇÃO E IDENTIFICAÇÃO DE MIKANIA GLOMERATA SPRENG. GUACO POR ESPECTROFOTOMETRIA DE ABSORÇÃO NO INFRAVERMELHO,"APLICAÇÃO DA ESPECTROFOTOMETRIA DE ABSORÇÃO NO INFRAVERMELHO NA CARACTERIZAÇÃO E IDENTIFICAÇÃO DE PLANTAS DE INTERESSE DO SUS, OCORRENTES NO NORDESTE DO BRASIL",DAMIÃO PERGENTINO DE SOUSA,IONALDO JOSÉ LIMA DINIZ BASÍLIO,2016,Farmácia,,PIBIC,
CARACTERIZAÇÃO E IDENTIFICAÇÃO DE STRYPHNODENDRON ADSTRIGENS (MART.) COVILLE BARBATIMÃO POR ESPECTROFOTOMETRIA DE ABSORÇÃO NO INFRAVERMELHO,"APLICAÇÃO DA ESPECTROFOTOMETRIA DE ABSORÇÃO NO INFRAVERMELHO NA CARACTERIZAÇÃO E IDENTIFICAÇÃO DE PLANTAS DE INTERESSE DO SUS, OCORRENTES NO NORDESTE DO BRASIL",DAMIÃO PERGENTINO DE SOUSA,IONALDO JOSÉ LIMA DINIZ BASÍLIO,2016,Farmácia,,PIBIC,
AVALIAÇÃO DOS EFEITOS DO LIOFILIZADO DO EXTRATO HIDROALCOOLICO DA CASCA DA RAIZ DE DIOCLEA GRANDIFLORA SOBRE A DISFUNÇÃO ERÉTIL INDUZIDA POR DIABETES EM RATOS,CARACTERIZAÇÃO DO EFEITO DO LIOFILIZADO DO EXTRATO HIDROALCOOLICO DA CASCA DA RAIZ DE DIOCLEA GRANDIFLORA SOBRE A FUNÇÃO ERÉTIL DE RATOS,RAFAEL DE ALMEIDA TRAVASSOS,ISAC ALMEIDA DE MEDEIROS,2016,Farmácia,,PIBITI,
AVALIAÇÃO DO EFEITO DO LIOFILIZADO DO VINHO TINTO RIO SOL DO VALE DO SÃO FRANCISCO SOBRE O INFARTO AGUDO DO MIOCÁRDIO INDUZIDO POR ISOPROTERENOL EM RATOS,"AVALIAÇÃO DOS EFEITOS CARDIOVASCULARES INDUZIDOS PELO LIOFILIZADO DO VINHO TINTO RIO SOL DO VALE DO SÃO FRANCISCO, CEPA DA UVA CABERNNET SAUVIGNON",RAFAEL DE ALMEIDA TRAVASSOS,ISAC ALMEIDA DE MEDEIROS,2016,Farmácia,,PIBITI,
BUSCA DE COMPOSTOS ATIVOS EM UMA ESPÉCIE DE ANNONACEAE DA FLORA PARAIBANA: ANAXAGOREA DOLICHOCARPA SPRENGUE & SANDWITCH,ESTUDO QUÍMICO BIOMONITORADO DE PLANTAS MEDICINAIS DA PARAÍBA: ECOSSISTEMA CAATINGA,EMIDIO VASCONCELOS LEITAO DA CUNHA,JOSE MARIA BARBOSA FILHO,2016,Farmácia,,PIBIC,
BUSCA DE COMPOSTOS ATIVOS EM UMA ESPÉCIE DE LAURACEAE DA FLORA PARAIBANA: OCOTEA GARDNERI,ESTUDO QUÍMICO BIOMONITORADO DE PLANTAS MEDICINAIS DA PARAÍBA: ECOSSISTEMA CAATINGA,EMIDIO VASCONCELOS LEITAO DA CUNHA,JOSE MARIA BARBOSA FILHO,2016,Farmácia,,PIBIC,
IDENTIFICAÇÃO DOS CONSTITUINTES FENÓLICOS DE HYPENIA SALZMANNII POR CLAE-DAD,ESTUDO FITOQUÍMICO DE PLANTAS DE INTERESSE MEDICINAL: UMA ABORDAGEM POR CLAE-DAD,MARIA DE FATIMA VANDERLEI DE SOUZA,JOSEAN FECHINE TAVARES,2016,Farmácia,,PIBIC,
IDENTIFICAÇÃO DOS CONSTITUINTES FENÓLICOS DE MENTHA X VILLOSA POR CLAE-DAD,ESTUDO FITOQUÍMICO DE PLANTAS DE INTERESSE MEDICINAL: UMA ABORDAGEM POR CLAE-DAD,MARIA DE FATIMA VANDERLEI DE SOUZA,JOSEAN FECHINE TAVARES,2016,Farmácia,,PIBIC,
SÍNTESE DE DERIVADOS DE ÁCIDOS FENILPROPANOIDES A PARTIR DE ADUTOS DE MORITA-BAYLIS-HILLMAN,SÍNTESE DE ANÁLOGOS DA CLOVAMIDA,DAMIÃO PERGENTINO DE SOUSA,KRISTERSON REINALDO DE LUNA FREIRE,2016,Farmácia,,PIBIC,
AVALIAÇÃO DA ATIVIDADE ANTIDIARREICA E DOS EFEITOS NA MOTILIDADE GASTRINTESTINAL DO P-CIMENO EM CAMUNDONGOS,"ESTUDO DA ATIVIDADE GASTROPROTETORA, ANTIDIARREICA E DE EFEITOS NA MOTILIDADE GASTRINTESTINAL DE EXTRATOS BRUTOS E CONSTITUINTES ATIVOS OBTIDOS DE PRODUTOS NATURAIS EM MODELOS ANIMAIS",LUIZ HENRIQUE CESAR VASCONCELOS,LEONIA MARIA BATISTA,2016,Farmácia,,PIBIC,
AVALIAÇÃO DA ATIVIDADE GASTROPROTETORA DO EXTRATO BRUTO DA WISSADULA PERIPLOCIFOLIA (L.) C. PRESL (MALVACEAE),"ESTUDO DA ATIVIDADE GASTROPROTETORA, ANTIDIARREICA E DE EFEITOS NA MOTILIDADE GASTRINTESTINAL DE EXTRATOS BRUTOS E CONSTITUINTES ATIVOS OBTIDOS DE PRODUTOS NATURAIS EM MODELOS ANIMAIS",LUIZ HENRIQUE CESAR VASCONCELOS,LEONIA MARIA BATISTA,2016,Farmácia,,PIBIC,
"VALIDAÇÃO DE MÉTODO BIOANALÍTICO PARA DETERMINAÇÃO DO TRACHYLOBANO-360, UM DITERPENO DE XYLOPIA LANGSDORFFIANA ST. HIL. & TUL. (ANNONACEAE)",AVALIAÇÃO DO PERFIL FARMACOCINÉTICO DE PRODUTOS NATURAIS,JOSEAN FECHINE TAVARES,MARCELO SOBRAL DA SILVA,2016,Farmácia,,PIBIC,
BUSCA DE METABOLITOS BIOATIVOS EM LEPTOHYPITS MACROSTACHYS (BENTH.) HARLEY & J.F.B.PASTORE.,BUSCA DE BIOATIVOS EM ESPÉCIES MEDICINAIS DA FLORA PARAIBANA,JOSEAN FECHINE TAVARES,MARCELO SOBRAL DA SILVA,2016,Farmácia,,PIBIC,
AVALIAÇÃO DA TOXICIDADE AGUDA NÃO-CLÍNICA DA FRAÇÃO DICLOROMETANO DO EXTRATO ETANÓLICO BRUTO DE SIDA RHOMBIFOLIA L. EM ROEDORES,AVALIAÇÃO DA TOXICIDADE NÃO-CLÍNICA DO EXTRATO ETANÓLICO BRUTO E FRAÇÕES DE SIDA RHOMBIFOLIA L. EM ROEDORES,HEMERSON IURY FERREIRA MAGALHÃES,MARGARETH DE FATIMA FORMIGA MELO DINIZ,2016,Farmácia,,PIBIC,
AVALIAÇÃO DA TOXICIDADE AGUDA NÃO-CLÍNICA DO EXTRATO ETANÓLICO BRUTO DE SIDA RHOMBIFOLIA L. EM ROEDORES,AVALIAÇÃO DA TOXICIDADE NÃO-CLÍNICA DO EXTRATO ETANÓLICO BRUTO E FRAÇÕES DE SIDA RHOMBIFOLIA L. EM ROEDORES,HEMERSON IURY FERREIRA MAGALHÃES,MARGARETH DE FATIMA FORMIGA MELO DINIZ,2016,Farmácia,,PIBIC,
"METABÓLITOS SECUNDÁRIOS DE CISSAMPELOS, COMO POSSÍVEIS FONTES PARA ATIVIDADE ANTI-INFLAMATÓRIA",ESTUDO BIOANALÍTICO DO INFUSO DE CISSAMPELOS SYMPODIALIS ASSOCIADOS A ESTUDOS NÃO CLÍNICOS,BARBARA VIVIANA DE OLIVEIRA SANTOS,MARGARETH DE FATIMA FORMIGA MELO DINIZ,2016,Farmácia,,IC-CNPQ,
ISOLAMENTO E CARACTERIZAÇÃO ESTRUTURAL DE CONSTITUINTES QUÍMICOS DE WALTHERIA VISCOSISSIMA A.ST. HIL (MALVACEAE),ESTUDO FITOQUÍMICO COM FINS FARMACOLÓGICOS DE WALTHERIA VISCOSISSIMA A.ST. HIL (MALVACEAE),YURI MANGUEIRA DO NASCIMENTO,MARIA DE FATIMA VANDERLEI DE SOUZA,2016,Farmácia,,PIBIC,
ISOLAMENTO E CARACTERIZAÇÃO ESTRUTURAL DE CONSTITUINTES QUÍMICOS DE PAVONIA GLAZIOVIANA GÜRKE (MALVACEAE),ESTUDO FITOQUÍMICO COM FINS FARMACOLÓGICOS DE PAVONIA GLAZIOVIANA GÜRKE (MALVACEAE),YURI MANGUEIRA DO NASCIMENTO,MARIA DE FATIMA VANDERLEI DE SOUZA,2016,Farmácia,,PIBIC,
DETERMINAÇÃO E QUANTIFICAÇÃO DE CONSTITUINTES FENÓLICOS EM HYPTIS CRENATA POHL EX BENTH. POR CROMATOGRAFIA LÍQUIDA DE ALTA EFICIÊNCIA ACOPLADA A DETECTORES DE ARRANJO DE DIIODOS,DESENVOLVIMENTO DE METODOLOGIAS ANALÍTICAS PARA DETERMINAÇÃO E QUANTIFICAÇÃO DE CONSTITUINTES FENÓLICOS EM ESPÉCIES DE LAMIACEAE,YURI MANGUEIRA DO NASCIMENTO,VICENTE CARLOS DE OLIVEIRA COSTA,2016,Farmácia,,PIBIC,
DETERMINAÇÃO E QUANTIFICAÇÃO DE CONSTITUINTES FENÓLICOS EM HYPTIS PARKERI BENTH. POR CROMATOGRAFIA LÍQUIDA DE ALTA EFICIÊNCIA ACOPLADA A DETECTORES DE ARRANJO DE DIIODOS,DESENVOLVIMENTO DE METODOLOGIAS ANALÍTICAS PARA DETERMINAÇÃO E QUANTIFICAÇÃO DE CONSTITUINTES FENÓLICOS EM ESPÉCIES DE LAMIACEAE,YURI MANGUEIRA DO NASCIMENTO,VICENTE CARLOS DE OLIVEIRA COSTA,2016,Farmácia,,PIBIC,
PRIMEIRA SEMANA SAÚDE INTEGRAL: VIVÊNCIAS E SENTIMENTOS MATERNOS  ACERCA DA PRIMEIRA VISITA DOMICILIAR AO BINÔMIO MÃE-BEBÊ,PRIMEIRA SEMANA SAÚDE INTEGRAL: CONSTRUÇÃO E VALIDAÇÃO DE INSTRUMENTO PARA VISITA DOMICILIAR AO RECÉM-NASCIDO,JEFERSON BARBOSA SILVA,ALTAMIRA PEREIRA DA SILVA REICHERT,2016,Enfermagem,,PIBIC,
TEMPO IDEAL PARA A REALIZAÇÃO DA VISITA DOMICILIAR AO RECÉM-NASCIDO: O QUE DIZ A LITERATURA,PRIMEIRA SEMANA SAÚDE INTEGRAL: CONSTRUÇÃO E VALIDAÇÃO DE INSTRUMENTO PARA VISITA DOMICILIAR AO RECÉM-NASCIDO,JEFERSON BARBOSA SILVA,ALTAMIRA PEREIRA DA SILVA REICHERT,2016,Enfermagem,,PIBIC,
EXPERIÊNCIA DE MÃES QUILOMBOLAS COM A VISITA DOMICILIAR NA PRIMEIRA SEMANA DE VIDA DO FILHO,PRIMEIRA SEMANA SAÚDE INTEGRAL: CONSTRUÇÃO E VALIDAÇÃO DE INSTRUMENTO PARA VISITA DOMICILIAR AO RECÉM-NASCIDO,ANA MÁRCIA NÓBREGA DANTAS,ALTAMIRA PEREIRA DA SILVA REICHERT,2016,Enfermagem,,PIVIC,
QUALIDADE DE VIDA DE PESSOAS IDOSAS COM HIV/AIDS ATENDIDAS EM CENTRO DE REFERENCIA,HIV/AIDS:  QUALIDADE DE VIDA DE PESSOAS IDOSAS,JORDANA DE ALMEIDA NOGUEIRA,ANA CLAUDIA TORRES DE MEDEIROS,2016,Enfermagem,,PIBIC,
PERFIL DE IDOSOS ADMITIDOS NAS UNIDADES HOSPITALARES POR INSUFICIÊNCIA CARDÍACA,AVALIAÇÃO DAS ADMISSÕES HOSPITALARES POR INSUFICIÊNCIA CARDÍACA,IOLANDA BESERRA DA COSTA SANTOS,ANGELA AMORIM DE ARAUJO,2016,Enfermagem,,PIBIC,
FATORES DE RISCO PARA O DESENVOLVIMENTO DO PÉ DIABÉTICO ? REVISÃO BIBLIOMÉTRICA NO PERÍODO DE 2005-2015,FATORES DE RISCO PARA O DESENVOLVIMENTO DO PÉ DIABÉTICO ? REVISÃO BIBLIOMÉTRICA,ANA CAROLINA REGIS DA CUNHA,CIZONE MARIA CARNEIRO ACIOLY,2016,Enfermagem,,PIVIC,
AVALIAÇÃO DOS TIPOS DE VIOLÊNCIA CONTRA O IDOSO A PARTIR DOS BOLETINS DE OCORRÊNCIA,VIOLÊNCIA CONTRA IDOSOS EM UMA CAPITAL DO NORDESTE,CLÁUDIA JEANE LOPES PIMENTA,EDILENE ARAUJO MONTEIRO,2016,Enfermagem,,PIVIC,
VIOLÊNCIA PSICOLÓGICA CONTRA O IDOSO A PARTIR DOS BOLETINS DE OCORRÊNCIA,VIOLÊNCIA CONTRA IDOSOS EM UMA CAPITAL DO NORDESTE,CLÁUDIA JEANE LOPES PIMENTA,EDILENE ARAUJO MONTEIRO,2016,Enfermagem,,PIVIC,
CUIDADOS PALIATIVOS E MODELO CALGARY DE AVALIAÇÃO E INTERVENÇÃO NA FAMÍLIA: PRODUÇÃO CIENTÍFICA EM PERIÓDICOS ONLINE NO ÂMBITO DA SAÚDE NO PERÍODO DE 2010 A 2015,CUIDADOS PALIATIVOS E MODELO CALGARY DE AVALIAÇÃO E INTERVENÇÃO NA FAMÍLIA,ANA CAROLINA REGIS DA CUNHA,FRANCILEIDE DE ARAUJO RODRIGUES,2016,Enfermagem,,PIVIC,
ANÁLISE DE TERMOS NÃO CONSTANTES NA CIPE® PARA A PRÁTICA DE ENFERMAGEM COM MULHERES IDOSAS E VULNERABILIDADES AO HIV/AIDS,SUBCONJUNTO TERMINOLÓGICO DA CLASSIFICAÇÃO INTERNACIONAL PARA A PRÁTICA DE ENFERMEIRAS PARA A MULHER IDOSA NO CONTEXTO DE VULNERABILIDADES AO HIV/AIDS,LEIDYANNY BARBOSA DE MEDEIROS,GREICY KELLY GOUVEIA DIAS BITTENCOURT,2016,Enfermagem,,PIBIC,
BANCO DE TERMOS PARA A PRÁTICA DE ENFERMAGEM COM A MULHER NO CONTEXTO DE VULNERABILIDADES AO HIV/AIDS,SUBCONJUNTO TERMINOLÓGICO DA CLASSIFICAÇÃO INTERNACIONAL PARA A PRÁTICA DE ENFERMEIRAS PARA A MULHER IDOSA NO CONTEXTO DE VULNERABILIDADES AO HIV/AIDS,LEIDYANNY BARBOSA DE MEDEIROS,GREICY KELLY GOUVEIA DIAS BITTENCOURT,2016,Enfermagem,,PIBIC,
OBSERVAÇÃO DE CURATIVO E COLETA DE ESPÉCIME DA ÚLCERA POR PRESSÃO PARA ISOLAMENTO E IDENTIFICAÇÃO FENOTÍPICA DA MICROBIOTA A PARTIR DO LABORATÓRIO DE MICROBIOLOGIA,ETIOLOGIA BACTERIANADAS ÚLCERAS POR PRESSÃO ASSOCIADA A OCORRÊNCIA DE MULTIRESISTÊNCIA NO AMBIENTE HOSPITALAR,ANGELA AMORIM DE ARAUJO,IOLANDA BESERRA DA COSTA SANTOS,2016,Enfermagem,,PIBIC,
RISCO DE QUEDAS EM IDOSOS HOSPITALIZADOS EM UNIDADES DE CLÍNICA CIRÚRGICA,QUEDAS E RISCO DE LESÕES EM AMBIENTES HOSPITALARES,ANGELA AMORIM DE ARAUJO,JACIRA DOS SANTOS OLIVEIRA,2016,Enfermagem,,PIBIC,
CARACTERÍSTICAS DE QUEDAS EM UNIDADE DE CLÍNICA CIRÚRGICA NA PERCEPÇÃO DO ENFERMEIRO,QUEDAS E RISCO DE LESÕES EM AMBIENTES HOSPITALARES,MARCIA CRISTINA DE FIGUEIREDO SANTOS,JACIRA DOS SANTOS OLIVEIRA,2016,Enfermagem,,PIVIC,
QUEDAS EM UNIDADE DE CLÍNICA CIRÚRGICA: UMA REVISÃO INTEGRATIVA,QUEDAS E RISCO DE LESÕES EM AMBIENTES HOSPITALARES,MARCIA CRISTINA DE FIGUEIREDO SANTOS,JACIRA DOS SANTOS OLIVEIRA,2016,Enfermagem,,PIVIC,
AVALIAÇÃO DA ANSIEDADE EM PROFISSIONAIS DE NÍVEL SUPERIOR DOS CAPS DO MUNICÍPIO DE JOÃO PESSOA-PB E CABEDELO-PB,AVALIAÇÃO DA ANSIEDADE EM PROFISSIONAIS DE NÍVEL SUPERIOR DOS CENTROS DE ATENÇÃO PSICOSSOCIAL (CAPS) DA PARAÍBA,JEFERSON BARBOSA SILVA,JOAO EUCLIDES FERNANDES BRAGA,2016,Enfermagem,,PIBIC,
CARACTERIZAÇÃO DOS CAPS DOS MUNICÍPIOS DE JOÃO PESSOA - PB E CABEDELO - PB,AVALIAÇÃO DA ANSIEDADE EM PROFISSIONAIS DE NÍVEL SUPERIOR DOS CENTROS DE ATENÇÃO PSICOSSOCIAL (CAPS) DA PARAÍBA,ELIANE CRISTINA DA SILVA,JOAO EUCLIDES FERNANDES BRAGA,2016,Enfermagem,,PIVIC,
EFICÁCIA DO RELAXAMENTO RESPIRATÓRIO SOBRE ANSIEDADE EM ALCOOLISTAS,AVALIAÇÃO DA EFICÁCIA DO RELAXAMENTO RESPIRATORIO SOBRE MANIFESTAÇÕES DE ANSIEDADE EM ALCOOLISTAS EM ATENDIMENTO EM UM CAPS AD,ELIANE CRISTINA DA SILVA,JOAO EUCLIDES FERNANDES BRAGA,2016,Enfermagem,,PIVIC,
INICIAÇÃO SEXUAL DE MULHERES DA ETNIA POTIGUARA,A AIDS E AS MULHERES INDÍGENAS: REPRESENTAÇÕES SOCIAIS NA ETNIA POTIGUARA,ANA CLAUDIA TORRES DE MEDEIROS,JORDANA DE ALMEIDA NOGUEIRA,2016,Enfermagem,,PIBIC,
PREVENÇÃO DE LESÕES POR PRESSÃO: ORIENTAÇÕES PARA PACIENTES/CUIDADORES,A ÚLCERA POR PRESSÃO NOS DIVERSOS CONTEXTOS DO ENSINO E DO CUIDADO EM SAÚDE,ANGELA AMORIM DE ARAUJO,JOSILENE DE MELO BURITI VASCONCELOS,2016,Enfermagem,,PIBIC,
PREVENÇÃO DE ÚLCERAS POR PRESSÃO: REFLETINDO SOBRE SABERES E PRÁTICAS DE ACADÊMICOS DE ENFERMAGEM,A ÚLCERA POR PRESSÃO NOS DIVERSOS CONTEXTOS DO ENSINO E DO CUIDADO EM SAÚDE,ANGELA AMORIM DE ARAUJO,JOSILENE DE MELO BURITI VASCONCELOS,2016,Enfermagem,,PIBIC,
SOBRECARGA E ESTRESSE DE CUIDADORES DE PACIENTES COM SEQUELA DE ACIDENTE VASCULAR ENCEFÁLICO,"SOBRECARGA, ESTRESSE E PENSAMENTO SUICIDA  DE CUIDADORES DE PACIENTES COM SEQUELA DE ACIDENTE VASCULAR ENCEFÁLICO",MARIA BERNADETE DE SOUSA COSTA,KATIA NEYLA DE FREITAS MACEDO,2016,Enfermagem,,PIBIC,
SOBRECARGA E PENSAMENTO SUICÍDA DE CUIDADORES DE PACIENTES COM SEQUELA DE ACIDENTE VASCULAR ENCEFÁLICO,"SOBRECARGA, ESTRESSE E PENSAMENTO SUICIDA  DE CUIDADORES DE PACIENTES COM SEQUELA DE ACIDENTE VASCULAR ENCEFÁLICO",MARIA BERNADETE DE SOUSA COSTA,KATIA NEYLA DE FREITAS MACEDO,2016,Enfermagem,,PIBIC,
SOBRECARGA E CARACTERÍSTICAS SOCIODEMOGRÁFICAS DE CUIDADORES DE PACIENTES COM SEQUELA DE ACIDENTE VASCULAR ENCEFÁLICO,"SOBRECARGA, ESTRESSE E PENSAMENTO SUICIDA  DE CUIDADORES DE PACIENTES COM SEQUELA DE ACIDENTE VASCULAR ENCEFÁLICO",DAYSE KALYNE GOMES DA COSTA,KATIA NEYLA DE FREITAS MACEDO,2016,Enfermagem,,PIVIC,
O ACOLHIMENTO AO IDOSO COM TUBERCULOSE: A DISCURSIVIDADE DE ENFERMEIROS DO COMPLEXO HOSPITALAR DR. CLEMENTINO FRAGA -  JOÃO PESSOA-PB,RETARDO DO DIAGNÓSTICO DA TUBERCULOSE EM PESSOAS IDOSAS: AÇÕES DO ENFERMEIRO EM MUNICÍPIOS DA REGIÃO DA GRANDE JOÃO PESSOA - PB,JORDANA DE ALMEIDA NOGUEIRA,LENILDE DUARTE DE SA,2016,Enfermagem,,PIBIC,
"PERFIL DE MULHERES IDOSAS DIAGNOSTICADAS COM TUBERCULOSE NO COMPLEXO HOSPITALAR CLEMENTINO FRAGA, JOÃO PESSOA, PARAÍBA",RETARDO DO DIAGNÓSTICO DA TUBERCULOSE EM PESSOAS IDOSAS: AÇÕES DO ENFERMEIRO EM MUNICÍPIOS DA REGIÃO DA GRANDE JOÃO PESSOA - PB,DAYSE KALYNE GOMES DA COSTA,LENILDE DUARTE DE SA,2016,Enfermagem,,IC-CNPQ,
DIMENSÕES POSITIVAS E NEGATIVAS SOBRE O ATENDIMENTO À PESSOA IDOSA NA VISÃO DOS PROFISSIONAIS DE SAÚDE,ATENDIMENTO E HIV/AIDS: REPRESENTAÇÕES SOCIAIS DE IDOSOS E PROFISSIONAIS DAS UNIDADES DE ESTRÁTEGIAS DE SAUDE DA FAMÍLIA,JORDANA DE ALMEIDA NOGUEIRA,MARIA ADELAIDE SILVA PAREDES MOREIRA,2016,Enfermagem,,PIBIC,
GESTÃO DE RISCO: ELEMENTO ESTRATÉGICO DE SEGURANÇA PROFISSIONAL EM HOSPITAIS PÚBLICOS E PRIVADOS,SAÚDE DO TRABALHADOR: GESTÃO DE RISCO E SEGURANÇA EM HOSPITAIS PÚBLICOS E PRIVADOS,MARIA JULIA GUIMARAES OLIVEIRA SOARES,MARIA BERNADETE DE SOUSA COSTA,2016,Enfermagem,,PIBIC,
DIAGNÓSTICO DE ENFERMAGEM INSÕNIA EM IDOSOS EM ATENDIMENTO AMBULATORIAL,DISTÚBIOS DO SONO: DIAGNÓSTICOS DE ENFERMAGEM DE IDOSOS EM ATENDIMENTO AMBULATORIALDISTÚBIOS DO SONO: DIAGNÓSTICOS DE ENFERMAGEM DE IDOSOS EM ATENDIMENTO AMBULATORIAL,MARIA JULIA GUIMARAES OLIVEIRA SOARES,MARIA DAS GRAÇAS MELO FERNANDES,2016,Enfermagem,,PIBIC,
DIAGNÓSTICO DE ENFERMAGEM PADRÃO DO SONO PREJUDICADO EM IDOSOS EM ATENDIMENTO AMBULATORIAL,DISTÚBIOS DO SONO: DIAGNÓSTICOS DE ENFERMAGEM DE IDOSOS EM ATENDIMENTO AMBULATORIALDISTÚBIOS DO SONO: DIAGNÓSTICOS DE ENFERMAGEM DE IDOSOS EM ATENDIMENTO AMBULATORIAL,JORDANA DE ALMEIDA NOGUEIRA,MARIA DAS GRAÇAS MELO FERNANDES,2016,Enfermagem,,PIBIC,
QUALIDADE DE VIDA E FRAGILIDADE EM IDOSOS QUE RESIDEM NO DOMICÍLIO,FATORES RELACIONADOS A QUALIDADE DE VIDA DE IDOSOS CADASTRADOS NAS UNIDADES DE SAÚDE DA FAMÍLIA.,PATRICIA SERPA DE SOUZA BATISTA,MARIA DE LOURDES DE FARIAS PONTES,2016,Enfermagem,,PIBIC,
A RELAÇÃO DA FRAGILIDADE COM A MORBIDADE EM IDOSOS QUE RESIDEM NO DOMICÍLIO,FATORES RELACIONADOS A QUALIDADE DE VIDA DE IDOSOS CADASTRADOS NAS UNIDADES DE SAÚDE DA FAMÍLIA.,JOSEANE BARBOSA FREIRE DA SILVA,MARIA DE LOURDES DE FARIAS PONTES,2016,Enfermagem,,PIVIC,
A SÍNDROME DE FRAGILIDADE EM IDOSOS QUE RESIDEM NO DOMICÍLIO,FATORES RELACIONADOS A QUALIDADE DE VIDA DE IDOSOS CADASTRADOS NAS UNIDADES DE SAÚDE DA FAMÍLIA.,JOSEANE BARBOSA FREIRE DA SILVA,MARIA DE LOURDES DE FARIAS PONTES,2016,Enfermagem,,PIVIC,
QUALIDADE DE VIDA RELACIONADA À SAÚDE DE PESSOAS VIVENDO COM HIV/AIDS: UM ESTUDO BIBLIOMÉTRICO EM DISSERTAÇÕES E TESES DIVULGADOS ONLINE NO CENÁRIO NACIONAL,QUALIDADE DE VIDA RELACIONADA À SAÚDE DE PESSOAS VIVENDO COM HIV/AIDS: UM ESTUDO BIBLIOMÉTRICO,LEIDYANNY BARBOSA DE MEDEIROS,MARIA ELIANE MOREIRA FREIRE,2016,Enfermagem,,PIBIC,
QUALIDADE DE VIDA RELACIONADA À SAÚDE DE PESSOAS VIVENDO COM HIV/AIDS: UM ESTUDO BIBLIOMÉTRICO EM PERIÓDICOS DIVULGADOS ONLINE NO CENÁRIO NACIONAL,QUALIDADE DE VIDA RELACIONADA À SAÚDE DE PESSOAS VIVENDO COM HIV/AIDS: UM ESTUDO BIBLIOMÉTRICO,LEIDYANNY BARBOSA DE MEDEIROS,MARIA ELIANE MOREIRA FREIRE,2016,Enfermagem,,PIBIC,
"PRODUÇÃO CIENTÍFICA NACIONAL, NO ÂMBITO DA SAÚDE, A CERCA DO RELACIONAMENTO FAMILIAR E ONCOLOGIA NA PERSPECTIVA DOS CUIDADOS PALIATIVOS","PRODUÇÃO CIENTÍFICA ACERCA DE CUIDADOS PALIATIVOS, TERMINALIDADE E ESPIRITUALIDADE: UM ESTUDO BIBLIOMÉTRICO NO CAMPO DA ENFERMAGEM",MARIA JULIA GUIMARAES OLIVEIRA SOARES,MARIA EMILIA LIMEIRA LOPES,2016,Enfermagem,,PIBIC,
CONHECIMENTO DE CUIDADORES FORMAIS SOBRE A PREVENÇÃO DE UP EM IDOSOS INSTITUCIONALIZADOS,"PROCESSO DE CUIDAR EM FERIDAS: EDUCAÇÃO EM SAÚDE, MEDIDAS PREVENTIVAS E NOVAS TECNOLOGIAS TERAPÊUTICAS",MARIA EMILIA LIMEIRA LOPES,MARIA JULIA GUIMARAES OLIVEIRA SOARES,2016,Enfermagem,,PIBIC,
CONHECIMENTO DE ENFERMEIROS SOBRE ÚLCERA POR PRESSÃO EM UM HOSPITAL ESCOLA,"PROCESSO DE CUIDAR EM FERIDAS: EDUCAÇÃO EM SAÚDE, MEDIDAS PREVENTIVAS E NOVAS TECNOLOGIAS TERAPÊUTICAS",LEIDYANNY BARBOSA DE MEDEIROS,MARIA JULIA GUIMARAES OLIVEIRA SOARES,2016,Enfermagem,,PIVIC,
INTERVENÇÕES E FATORES DE RISCO PARA A PREVENÇÃO DE INCAPACIDADES NA HANSENÍASE,"PROCESSO DE CUIDAR EM FERIDAS HANSÊNICAS: EDUCAÇÃO EM SAÚDE, MEDIDAS PREVENTIVAS E NOVAS TECNOLOGIAS TERAPÊUTICAS.",LEIDYANNY BARBOSA DE MEDEIROS,MARIA JULIA GUIMARAES OLIVEIRA SOARES,2016,Enfermagem,,PIBIC,
"VALIDAÇÃO DA NOMENCLATURA DE DIAGNÓSTICOS, RESULTADOS E INTERVENÇÕES DE ENFERMAGEM PARA A CLÍNICA MÉDICA DO HULW/UFPB","VALIDAÇÃO DA NOMENCLATURA DE DIAGNÓSTICOS, RESULTADOS E INTERVENÇÕES DE ENFERMAGEM PARA AS UNIDADES CLÍNICAS DO HOSPITAL UNIVERSITÁRIO DA UFPB",MIRIAN ALVES DA SILVA,MARIA MIRIAM LIMA DA NOBREGA,2016,Enfermagem,,PIBIC,
"VALIDAÇÃO DA NOMENCLATURA DE DIAGNÓSTICOS, RESULTADOS E INTERVENÇÕES DE ENFERMAGEM PARA A CLÍNICA CIRRÚGICA DO HULW/UFPB","VALIDAÇÃO DA NOMENCLATURA DE DIAGNÓSTICOS, RESULTADOS E INTERVENÇÕES DE ENFERMAGEM PARA AS UNIDADES CLÍNICAS DO HOSPITAL UNIVERSITÁRIO DA UFPB",MIRIAN ALVES DA SILVA,MARIA MIRIAM LIMA DA NOBREGA,2016,Enfermagem,,PIBIC-AF,
