"Plano:","Projeto:","Avaliador:","Orientador:","Vigência:","Área:","Subárea:","Programa:","Centro:"
"MECANISMO DE FORMAÇÃO DE EVENTOS EXTREMOS EM CIRCUITOS ELETRÔNICOS CAÓTICOS ACOPLADOS","DINÂMICA NÃO-LINEAR, CAOS E COMPLEXIDADE","THIERRY MARCELINO PASSERAT DE SILANS","HUGO LEONARDO DAVI DE SOUZA CAVALCANTE","2015","Física","Áreas Clássicas de Fenomenologia e suas Aplicações","PIBIC",""
"ESTUDO DA AUTENTICIDADE E DE POSSÍVEIS ADULTERAÇÕES EM ÓLEOS COMERCIAIS UTILIZADOS COMO ALIMENTOS NUTRACÊUTICOS POR TÉCNICAS DE RMN","ESPECTROSCOPIA DE REONÂNCIA MAGNÉTICA NUCLEAR APLICADA NA AVALIAÇÃO DA QUALIDADE DE ÓLEOS UTILIZADOS COMO ALIMENTOS NUTRACÊUTICOS","IEDA MARIA GARCIA DOS SANTOS","ANTONIA LUCIA DE SOUZA","2015","Química","Química Orgânica","PIBIC",""
"AVALIAÇÃO SOBRE A QUALIDADE DE VIDA DOS CATADORES NA CIDADE DE JOÃO PESSOA/PB - BRASIL, APÓS A IMPLANTAÇÃO DO PROGRAMA DE COLETA SELETIVA","UTILIZAÇÃO DA FERRAMENTA ANÁLISE DE SUSTENTABILIDADE DE ANÁLISE DE CICLO DE VIDA (ASCV) PARA A AVALIAÇÃO DO PROGRAMA DE COLETA SELETIVA NA CIDADE DE JOÃO PESSOA/PB - BRASIL.","GILSON BARBOSA ATHAYDE JUNIOR","CLAUDIA COUTINHO NOBREGA","2015","Engenharia Sanitária","Saneamento Básico","PIBIC",""
"AVALIAÇÃO DAS RESPOSTAS CARDIOVASCULARES À ATIVAÇÃO DO QUIMIORREFLEXO EM RATOS COM HIPERTENSÃO RENOVASCULARES SUBMETIDOS À PRIVAÇÃO HÍDRICA.","EFEITO DO DESBALANÇO HIDROELETROLÍTICO INDUZIDO PELA PRIVAÇÃO HÍDRICA SOBRE AS RESPOSTAS CARDIOVASCULARES À ATIVAÇÃO DOS REFLEXOS CARDIOVASCULARES EM RATOS NORMOTENSOS E HIPERTENSOS.","CAMILLE DE MOURA BALARINI","JOSIANE DE CAMPOS CRUZ","2015","Fisiologia","Fisiologia de Órgaos e Sistemas","PIBIC",""
"BIOLOGIA MOLECULAR E TOXICIDADE DE CIANOBACTERIAS MARINHAS ISOLADAS DE INVERTEBRADOS BENTONICOS DOS RECIFES COSTEIROS DA PARAIBA E DA PLATAFORMA CONTINENTAL ADJACENTE","AVANÇOS NA PRODUÇÃO DE BIODIESEL A PARTIR DE ÓLEOS DE MICROALGAS: DA
BIOPROSPECÇÃO À IMPLANTAÇÃO DE SISTEMAS PRODUTIVOS COM MINIMIZAÇÃO DE
IMPACTOS AMBIENTAIS","ANTONIO JOSE CREAO DUARTE","CRISTIANE FRANCISCA DA COSTA SASSI","2015","Oceanografia","Oceanografia Biológica","PIBIC",""
"IMPLANTAÇÃO DO PLANO DE GERENCIAMENTO DE RCD EM CONSTRUTORAS DA CIDADE DE JOÃO PESSOA - PB","GESTÃO DOS RESÍDUOS DA CONSTRUÇÃO CIVIL E DEMOLIÇÃO (RCD) NA CIDADE DE JOÃO PESSOA  PB","GIVANILDO ALVES DE AZEREDO","JOACIO DE ARAUJO MORAIS JUNIOR","2015","Engenharia Civil","Construção Civil","PIBIC",""
"COMUNIDADE MICROBIANA ASSOCIADA A TECIDOS DOENTES, BRANQUEADOS E SAUDÁVEIS DE CORAIS ESCLERACTÍNIOS DOS RECIFES DA PARAÍBA","HETEROGENEIDADE ESPAÇO-TEMPORAL E RESPOSTAS ÀS MUDANÇAS CLIMÁTICAS (GRUPO DE TRABALHO 1.3 - OS RECIFES E OS ECOSSISTEMAS CORALINOS","ANTONIO JOSE CREAO DUARTE","CRISTIANE FRANCISCA DA COSTA SASSI","2015","Oceanografia","Oceanografia Biológica","PIBIC",""
"CARACTERIZAÇÃO FÍSICO-QUÍMICA DAS CINZAS DE RESÍDUOS AGROINDUSTRIAIS PARA APLICAÇÃO COMO MATÉRIA PRIMA","ESTUDO DO POTENCIAL DE UTILIZAÇÃO DE RESÍDUOS SÓLIDOS EM PROCESSOS TERMOQUÍMICOS DE CONVERSÃO ENERGÉTICA","RAUL ROSENHAIM","SILVIA LAYARA FLORIANI ANDERSEN","2015","Engenharia Química","Tratamentos e Aproveitamento de Rejeitos","PIBIC",""
"EFEITOS DA LECTINA EXTRAÍDA DE SEMENTES DE LEGUMINOSAS SOBRE O CRESCIMENTO DE ESTIRPES DE RHIZOBIUM TROPICI","INVESTIGAÇÃO DE LECTINAS EXTRAÍDAS DA FLORA BRASILEIRA: ISOLAMENTO, PURIFICAÇÃO E ABORDAGEM NA ATIVIDADE ANTIMICROBIANO E BIOTECNOLÓGICA","DARLENE CAMATI PERSUHN","TATIANE SANTI GADELHA","2015","Bioquímica","Química de Macromoléculas","PIBIC",""
"COMPÓSITOS DE LIGAS METÁLICAS COMPLEXAS COM O METAL IMISCÍVEL ÍNDIO","APLICAÇÃO DE LIGAS METÁLICAS COMPLEXAS NA INDÚSTRIA DO PETRÓLEO","JULIANO ELVIS OLIVEIRA","SEVERINO JACKSON GUEDES DE LIMA","2015","Engenharia de Materiais e Metalúrgica","Metalurgia de Transformação","PIBIC",""
"ASPECTOS COMPORTAMENTAIS DE BESOUROS ESCARABEÍNEOS (COLEOPTERA: SCARABAEIDAE) DO JARDIM BOTÂNICO BENJAMIM MARANHÃO, JOÃO PESSOA - PB","BESOUROS ESCARABEÍNEOS (COLEOPTERA: SCARABAEIDAE) DA FLORESTA ATLÂNTICA NORDESTINA","RICARDO DE SOUZA ROSA","CELSO FEITOSA MARTINS","2015","Zoologia","Comportamento Animal","PIBIC",""
"OBTENÇÃO DE NANOESTRUTURAS DE TIO2 PELO MÉTODO PECHINI E POR REAÇÃO DE COMBUSTÃO PARA APLICAÇÃO EM CÉLULAS SOLARES","PROTÓTIPO DE CÉLULAS SOLARES FOTOVOLTAICAS COM NANOESTRUTURAS DE TIO2","LISZANDRA FERNANDA ARAUJO CAMPOS","POLLYANA CAETANO RIBEIRO FERNANDES","2015","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBIC",""
"ESTUDO DE COMPOSIÇÕES DE MATÉRIAS-PRIMAS NATURAIS PARA APLICAÇÕES EM MEMBRANAS CERÂMICAS","ESTUDO PRELIMINAR DA POROSIDADE DE CORPOS CERÂMICOS VISANDO APLICAÇÃO EM MEMBRANAS CERÂMICAS DE BAIXO CUSTO","RICARDO PEIXOTO SUASSUNA DUTRA","LISZANDRA FERNANDA ARAUJO CAMPOS","2015","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBIC",""
"CONSTRUÇÃO DO ATLAS DAS TECNOLOGIAS SOCIAIS HÍDRICAS NA PARAÍBA","GOVERNANÇAS DAS ÁGUAS E CONFLITOS PELO USO DOS RECURSOS HÍDRICOS NA BACIA DO PARAÍBA","MARIA DE FATIMA FERREIRA RODRIGUES","PEDRO COSTA GUEDES VIANNA","2015","Geografia","","PIBIC",""
"MONTMORILLONITAS ORGANOFÍLICAS COMO CARREGADORAS DE FÁRMACO","ARGILOMINERAIS PUROS E MODIFICADOS COMO CARREGADORES DE FÁRMACOS","JULIO SANTOS REBOUCAS","MARIA GARDENNIA DA FONSECA","2015","Química","Química Inorgânica","PIBIC",""
"COMPÓSITOS DE VERMICULITA/QUITOSANA - SÍNTESE, CARACTERIZAÇÃO E APLICAÇÃO COMO SISTEMAS PARA LIBERAÇÃO CONTROLADA DE FÁRMACOS","BIOMATERIAIS HÍBRIDOS COMO SISTEMAS DE LIBERAÇÃO CONTROLADA DE FÁRMACOS","JULIO SANTOS REBOUCAS","MARIA GARDENNIA DA FONSECA","2015","Química","Química Inorgânica","PIBIC",""
"MAPEAMENTO EM TEMPO REAL DA INFILTRAÇÃO DE RESINA FLUIDA EM LESÕES CARIOSA NATURAIS DE ESMALTE","INFILTRAÇÃO DE RESINA FLUIDA EM LESÕES CARIOSAS NATURAIS DE ESMALTE: DADOS VOLUMÉTRICOS QUANTITATIVOS E MECÂNICA DE FLUXO","ANA KARINE FARIAS DA TRINDADE","FREDERICO BARBOSA DE SOUSA","2015","Morfologia","Histologia","PIBIC",""
"SUPERFÍCIES DE SÍLICA GEL BI-FUNCIONALIZADAS COM COMPLEXOS DE ÍONS LANTANÍDEOS TRIVALENTES E PIRENO","MATERIAIS HÍBRIDOS BI-FUNCIONALIZADOS COM COMPLEXOS ÍONS LANTANÍDEOS TRIVALENTES E DERIVADO DO PIRENO","FAUSTHON FRED DA SILVA","ERCULES EPAMINONDAS DE SOUSA TEOTONIO","2015","Química","Química Inorgânica","PIBIC",""
"VALIDAÇÃO CLÍNICAS DOS ENUNCIADOS DE DIAGNÓSTICOS, RESULTADOS E INTERVENÇÕES DE ENFERMAGEM CONSTANTES NA NOMENCLATURA DE ENFERMAGEM PARA A CLÍNICA CIRÚRGICA DO HULW/UFPB","SUBCONJUNTOS TERMINOLÓGICOS DA CIPE® PARA ÁREAS DE ESPECIALIDADES CLÍNICAS E DA ATENÇÃO BÁSICA EM SAÚDE","MARIA JULIA GUIMARAES OLIVEIRA SOARES","MARIA MIRIAM LIMA DA NOBREGA","2015","Enfermagem","Enfermagem Médico-Cirúrgica","PIBIC",""
"INSTRUMENTALIZAR E APLICAR UMA TÉCNICA DE CONTROLE NA GARRA ROBÓTICA DE QUATRO DEDOS","DESENVOLVIMENTO DE UMA GARRA ROBÓTICA ACIONADA COM ATUADORES DE LIGA COM MEMÓRIA DE FORMA.","EULER CASSIO TAVARES DE MACEDO","SIMPLICIO ARNAUD DA SILVA","2015","Engenharia Elétrica","Circuitos Elétricos, Magnéticos e Eletrônico","PIBIC",""
"AVALIAÇÃO DA INFLUÊNCIA DE QUITOSANA DE BAIXO PESO MOLECULAR E DE QUITOSANA QUIMICAMENTE MODIFICADA NA QUALIDADE FÍSICO-QUÍMICA DE SALSICHA CAPRINA","DESENVOLVIMENTO DE PRODUTO CRNEO EMULSIONADO CAPRINO, TIPO SALSICHA FRESCA, ADICIONADO DE QUITOSANA DE BAIXO PESO MOLECULAR E QUITOSANA QUIMICAMENTE MODIFICADA E AVALIAO DA QUALIDADE FSICO-QUMICA","MARCIANE MAGNANI","MARTA SUELY MADRUGA","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"CONCEPÇÃO DE DESENVOLVIMENTO MECÂNICO DE UMA GARRA ROBÓTICA, CONSTITUÍDA DE QUATRO DEDOS.","DESENVOLVIMENTO DE UMA GARRA ROBÓTICA ACIONADA COM ATUADORES DE LIGA COM MEMÓRIA DE FORMA.","RAIMUNDO APRIGIO DE MENEZES JUNIOR","SIMPLICIO ARNAUD DA SILVA","2015","Engenharia Mecânica","Mecânica dos Sólidos","PIBIC",""
"SÍNTESE E CARACTERIZAÇÃO DE MATERIAIS ELETRÓLITOS E CATÓDICOS COMPÓSITOS PARA CÉLULAS A COMBUSTÍVEL DE ÓXIDO SÓLIDO","DESENVOLVIMENTO DE MATERIAIS CERÂMICOS PARA UTILIZAÇÃO EM  CÉLULAS A COMBUSTÍVEL DE ÓXIDO SÓLIDO (SOFC).","FABIANA DE CARVALHO FIM","FLÁVIA DE MEDEIROS AQUINO","2015","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBIC",""
"PROCESSO DE PRODUÇÃO DO CONHECIMENTO NO PPGSS/UFPB NA DÉCADA DE 1990: UMA ANÁLISE A PARTIR DAS DISSERTAÇÕES DE MESTRADO VINCULADAS À ÁREA DE FUNDAMENTAÇÃO TEÓRICO-PRÁTICA DO SERVIÇO SOCIAL","PROCESSO DE PRODUÇÃO DO CONHECIMENTO NO SERVIÇO SOCIAL DA DÉCADA DE 1990: UMA ANÁLISE A PARTIR DA HEGEMONIA DO LEGADO DA MODERNIDADE À EMERSÃO DA PÓS-MODERNIDADE","ALINE MARIA BATISTA MACHADO","BERNADETE DE LOURDES FIGUEIREDO DE ALMEIDA","2015","Serviço Social","","PIBIC",""
"CONTEÚDOS JORNALÍSTICOS SOBRE IMIGRANTES BOLIVIANOS VEICULADOS NO JORNAL ""FOLHA DE SÃO PAULO""","PRECONCEITO E DISCRIMINAÇÃO CONTRA IMIGRANTES: O PAPEL LEGITIMADOR DO LUSO-TROPICALISMO E DA IDENTIDADE NACIONAL","JOSEMBERG MOURA DE ANDRADE","ANA RAQUEL ROSAS TORRES","2015","Psicologia","","PIBIC",""
"VARIÁVEIS CLÍNICAS, DE TRATAMENTO E SOROLÓGICAS PREDITORAS DE COLONIZAÇÃO DE CANDIDA EM PACIENTES COM LEUCEMIAS LINFOCÍTICAS AGUDAS SOB QUIMIOTERAPIA","COLONIZAÇÃO DE CANDIDA EM PACIENTES PEDIÁTRICOS COM LEUCEMIAS LINFOCÍTICAS AGUDAS SOB QUIMIOTERAPIA E SUSCEPTIBILIDADE DE ESPÉCIES ENCONTRADAS A AGENTES ANTIFÚNGICOS","ANA KARINA MACIEL DE ANDRADE","PAULO ROGERIO FERRETI BONAN","2015","Odontologia","","PIBIC",""
"AS CARTAS NO ANATÔMICO JOCOSO, DE FREI LUCAS DE SANTA CATARINA","LER E ESCREVER NOS FOLHETOS JOCOSOS LUSOS DOS SÉCULOS XVIII E XIX","EXPEDITO FERRAZ JUNIOR","SOCORRO DE FATIMA PACIFICO BARBOSA","2015","Letras","Outras Literaturas Vernáculas","PIBIC",""
"OTIMIZAÇÃO DAS PROPRIEDADES MECÂNICAS DE LIGAS CU-AL-BE COM MEMÓRIA DE FORMA ATRAVÉS DA MODIFICAÇÃO DA COMPOSIÇÃO DA LIGA","DESENVOLVIMENTO DE LUVAS COM LIGAS PASSÍVEIS DE MEMÓRIA DE FORMA DESTINADAS A UNIÃO DE TUBULAÇÕES.","JULIANO ELVIS OLIVEIRA","TADEU ANTONIO DE AZEVEDO MELO","2015","Engenharia de Materiais e Metalúrgica","","PIBITI",""
"AVALIAÇÃO DO EFEITO INDUZIDO POR ADUTOS DE MORITA-BAYLIS-HILLMAN EM ARTÉRIA MESENTÉRICA ISOLADA DE ANIMAIS NORMOTENSOSÂ?","BIOTECNOLOGIA APLICADA À SAÚDE: DESENVOLVIMENTO DE NOVOS NITRATOS ORGÂNICOS COM POTENCIAL TERAPÊUTICO","ROBERTO SASSI","VALDIR DE ANDRADE BRAGA","2015","Biotecnologia","","PIBITI",""
"A FEROVIA NA CIDADE PONTA DE TRILHO - CAMPINA GRANDE - PB: ALTERAÇÕES NA MORFOLOGIA URBANA E NA DINÂMCIA SOCIESPACIAL","A FERROVIA NAS CIDADES BOCAS DE SERTÃO: PONTAS DE TRILHO E ESTAÇÕES FERROVIÁRIAS, ALTERAÇÕES NA MORFOLOGIA URBANA E NA DINÂMICA SOCIOESPACIAL","EDUARDO RODRIGUES VIANA DE LIMA","DORALICE SATYRO MAIA","2015","Geografia","","PIBIC",""
"MODELAGEM E ACIONAMENTO DE MÁQUINAS ELÉTRICAS DE NOVE FASES","ANÁLISES E ACIONAMENTO DE MÁQUINAS ELÉTRICAS POLIFÁSICAS","FRANCISCO ANTONIO BELO","ISAAC SOARES DE FREITAS","2015","Engenharia Elétrica","Eletrônica Industrial, Sistemas e Controles","PIBIC",""
"CARACTERIZAÇÃO DE UM SISTEMA DE CLIMATIZAÇÃO FOTOVOLTAICO","DESENVOLVIMENTO DE SISTEMA HÍBRIDO DE CLIMATIZAÇÃO SOLAR  ADSORTIVO E FOTOVOLTAICO","MONICA CARVALHO","JOSE MAURICIO ALVES DE MATOS GURGEL","2015","Engenharia Mecânica","Engenharia Térmica","PIBIC",""
"ESTUDO QUÍMICO DA ESPONJA IRCINIA FELIX","ESTUDO QUÍMICO DE ESPONJAS DO LITORAL NORDESTINO COM POTENCIAL TERAPÊUTICO E BIOTECNOLÓGICO","DAMIÃO PERGENTINO DE SOUSA","BARBARA VIVIANA DE OLIVEIRA SANTOS","2015","Farmácia","Farmacognosia","PIBIC",""
"OBTENÇÃO E CARACTERIZAÇÃO DE BIOLUBRIFICANTES DERIVADOS DO ÓLEO VEGETAL DA AMENDOEIRA DA PRAIA (TERMINALIA CATAPPA L.)","AVALIAÇÃO DO USO DE OLEAGINOSAS REGIONAIS NA OBTENÇÃO DE BIOLUBRIFICANTES","RENNIO FELIX DE SENA","RAUL ROSENHAIM","2015","Engenharia Química","Tecnologia Química","PIBIC",""
"USO DE MÉTODOS FORMAIS EM COMPUTAÇÃO PARA ESTUDO DE ATAQUES DE NEGAÇÃO DE SERVIÇO EM REDES DE COMPUTADORES","AÇÕES PARA PESQUISA EM REDES DE COMUNICAÇÃO","ALEXANDRE NOBREGA DUARTE","IGUATEMI EDUARDO DA FONSECA","2015","Ciência da Computação","Sistemas de Computação","PIBIC",""
"CAMPESINATO EM MOVIMENTO: CONSTRUÇÃO DA SOBERANIA E DA SEGURANÇA ALIMENTAR NA PARAÍBA, BRASIL","CAMPONESES EM MARCHA E EM PROCESSO DE (RE)CRIAÇÃO: CONSTRUÇÃO DA SOBERANIA E DA SEGURANÇA ALIMENTAR NO BRASIL","PEDRO COSTA GUEDES VIANNA","MARIA DE FATIMA FERREIRA RODRIGUES","2015","Geografia","","PIBIC",""
"A CONCEPÇÃO DE SAÚDE E PERCEPÇÃO DE QUALIDADE DE VIDA PARA OS RESIDENTES NA CAPITAL PARAIBANA","VULNERABILIDADES EM SAÚDE: ACESSO AOS SERVIÇOS DE SAÚDE E VULNERABILIDADES DE RESIDENTES NA CAPITAL PARAIBANA","ANA RAQUEL ROSAS TORRES","ANA ALAYDE WERBA SALDANHA PICHELLI","2015","Psicologia","Psicologia Social","PIBIC",""
"PROCESSAMENTO E CARACTERIZAÇÃO DE COMPÓSITOS DE TITANATO DE BÁRIO/SILICONE PARA APLICAÇÃO EM CAPACITORES","CARACTERIZAÇÃO ELÉTRICA DE COMPÓSITOS DE TITANATO DE BÁRIO/SILICONE","DANIEL ARAÚJO DE MACEDO","DÉBORA ALBUQUERQUE VIEIRA","2015","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBIC",""
"REJEIÇÃO DE HARMÔNICOS BASEADO EM CONTROLE REPETITIVO E APLICADO A UM COMPENSADOR DE TENSÃO SÉRIE","COMPENSADOR DE TENSÃO SÉRIE TRIFÁSICO","LUCAS VINICIUS HARTMANN","DARLAN ALEXANDRIA FERNANDES","2015","Engenharia Elétrica","","PIBIC",""
"COMPREENSÃO DAS MUDANÇAS CLIMÁTICAS NA MESORREGIÃO DO SERTÃO PARAIBANO","MUDANÇAS CLIMÁTICAS E SEUS IMPACTOS NO NORDESTE BRASILEIRO","ENEAS RICARDO DE MORAIS GOMES","RAPHAEL ABRAHÂO","2015","Agronomia","Agrometeorologia","PIBIC",""
"TERRITÓRIO E TERRITORIALIZAÇÃO DOS NEGROS NA PARAÍBA: HISTÓRIAS, RESISTÊNCIAS E LUGARES DE REPRODUÇÃO CAMPONESA","TRAJETÓRIAS DE EXCLUSÃO, TERRITORIALIDADES EM CONSTRUÇÃO: VERSO E REVERSO DO CAMPESINATO NO ESTADO DA PARAÍBA-BRASIL","PEDRO COSTA GUEDES VIANNA","MARIA DE FATIMA FERREIRA RODRIGUES","2015","Geografia","","PIBIC",""
"CARACTERIZAÇÃO E IDENTIFICAÇÃO DE JUSTICIA PECTORALIS JACQ., ESPÉCIE COMERCIALIZADA EM FEIRAS LIVRES, POR ESPECTROSCOPIA DE ABSORÇÃO NO UV-VIS E IV","APLICAÇÃO DA ESPECTROFOTOMETRIA DE ABSORÇÃO NO INFRAVERMELHO NA CARACTERIZAÇÃO E IDENTIFICAÇÃO DE PLANTAS DE INTERESSE DO SUS, OCORRENTES NO NORDESTE DO BRASIL","JOSE MARIA BARBOSA FILHO","IONALDO JOSÉ LIMA DINIZ BASÍLIO","2015","Farmácia","Farmacognosia","PIBIC",""
"AVALIAÇÃO DO PERFIL DE ÁCIDOS GRAXOS E ÁCIDOS ORGANICOS DE QUEIJO DE COALHO CAPRINO ADICIONADO DE BACTÉRIAS LÁTICAS PROBIÓTICAS DURANTE A VIDA DE PRATELEIRA","PERFIL QUÍMICO DE QUEIJO DE COALHO CAPRINO ADICIONADO DE BACTÉRIAS LÁTICAS PROBIÓTICAS","MARCIANE MAGNANI","MARTA SUELY MADRUGA","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"ORGANOFILZAÇÃO DE ZEÓLITAS DE BAIXO CUSTO PARA UTILIZAÇÃO COMO AGENTE VISCOSIFICANTE PARA FLUIDOS DE PERFURAÇÃO NÃO AQUOSOS","OBTENÇÃO DE ZEÓLITAS SINTÉTICAS A PARTIR DE CINZAS ATIVADAS ALCALINAMENTE","FLÁVIA DE MEDEIROS AQUINO","HEBER SIVINI FERREIRA","2015","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBIC",""
"CARACTERIZAÇÃO DOS EFEITOS CARDIOVASCULARES DO EXTRATO HIDROALCOÓLICO LIOFILIZADO DA CASCA DA SPONDIAS LUTEA  L. (CAJÁ) EM 
RATOS","ANÁLISE DO POTENCIAL TERAPÊUTICO DE PRODUTOS NATURAIS E/OU SINTÉTICOS BIOATIVOS SOBRE DOENÇAS CARDIOVASCULARES","MARIA DO SOCORRO DE FRANÇA SILVA","ISLANIA GISELIA ALBUQUERQUE GONÇALVES","2015","Farmacologia","Farmacologia Cardiorenal","PIBIC",""
"AVALIAÇÃO DO EFEITO DO EXTRATO HIDROALCOÓLICO LIOFILIZADO DOS FRUTOS DE PLINIA CAULIFLORA, SPONDIA PURPUREA L. E SYZYGIUM CUMINI L.SOBRE CORPO CAVERNOSO ISOLADO DE RATO","ESTUDOS FARMACODINÂMICOS DE PLANTAS COM POTENCIAL ANTIOXIDANTE SOBRE CORPO CAVERNOSO ISOLADO DE RATO","MARIA DO SOCORRO DE FRANÇA SILVA","ROBSON CAVALCANTE VERAS","2015","Farmacologia","Farmacologia Clínica","PIBIC",""
"INTERVENÇÃO ORIENTADORA SOBRE A IMPORTÂNCIA DA VACINAÇÃO EM PACIENTES ADULTOS COM DOENÇAS AUTOIMUNES","AVALIAÇÃO DA VACINAÇÃO EM PACIENTES PORTADORES DE DOENÇAS AUTOIMUNES NO SERVIÇO DE REUMATOLOGIA DE UM HOSPITAL UNIVERSITÁRIO","ALESSANDRA SOUSA BRAZ CALDAS DE ANDRADE","EUTILIA ANDRADE MEDEIROS FREIRE","2015","Medicina","Clínica Médica","PIBIC",""
"INVESTIGAÇÃO DE INIBIDORES DE PROTEASES EM SEMENTES DO QUIABO (ABELMOSCHUS ESCULENTUS L. MOENCH)","ESTUDO DE INIBIDORES DE PROTEASES EM SEMENTES DE PLANTAS NATIVAS E CULTIVADAS NO NORDESTE BRASILEIRO","DARLENE CAMATI PERSUHN","CARLOS ALBERTO DE ALMEIDA GADELHA","2015","Bioquímica","Química de Macromoléculas","PIBIC-AF",""
"ORGANOFILZAÇÃO DE ZEÓLITAS DE BAIXO CUSTO PARA UTILIZAÇÃO COMO AGENTE ADSORVEDOR DE ÓLEO","OBTENÇÃO DE ZEÓLITAS SINTÉTICAS A PARTIR DE CINZAS ATIVADAS ALCALINAMENTE","FLÁVIA DE MEDEIROS AQUINO","HEBER SIVINI FERREIRA","2015","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBIC-AF",""
"ADSORÇÃO DE ÍONS LANTANÍDEOS EM SILICA GEL MESOPOROSA FUNCIONALIZADA COM ACETILACETOIMINA E TIOCARBAMATO NA CADEIA PROPILETILENODIAMINA E A INFLUÊNCIA DO BI(III) NA LUMINESCÊNCIA DESSES ÍONS","PREPARAÇÃO DE SÍLICA MESOPOROSA ORGANOFUNCIONALIZADA E ADSORÇÃO DE CÁTIONS METÁLICOS DE SOLUÇÕES","MARIA GARDENNIA DA FONSECA","JOSE GERALDO DE PAIVA ESPINOLA","2015","Química","Química Inorgânica","PIBIC-AF",""
"EFEITO DE COMPOSTOS BIOATIVOS SOBRE CANAIS DE SÓDIO DEPENDENTES DE VOLTAGEM DE NEURÓNIOS DRG","EFEITO DE COMPOSTOS BIOATIVOS SOBRE CORRENTES IÔNICAS DE NEURÔNIOS DO GÂNGLIO DA RAIZ DORSAL (DRG)","ENEAS RICARDO DE MORAIS GOMES","DEMETRIUS ANTONIO MACHADO DE ARAUJO","2015","Biotecnologia","","PIBITI",""
"ATIVIDADE ANTICONOCICEPTIVA E/OU ANTI-INFLAMATÓRIA DE ANÁLOGOS DO EUGENOL","AVALIAÇÃO PRÉ-CLÍNICA COM ÊNFASE NA ATIVIDADE ANTINOCICEPTIVA DE ANÁLOGOS DO EUGENOL EM CAMUNDONGOS","LIANA CLEBIA DE MORAIS PORDEUS","REINALDO NOBREGA DE ALMEIDA","2015","Farmacologia","Etnofarmacologia","PIBITI",""
"ESTUDO NUMÉRICO DE PLACAS DELGADAS EM REGIME ESTÁTICO COM VISTAS A ANÁLISE DE ESFORÇOS DE FLEXÃO EM SUPERFÍCIES DE TORRES EÓLICAS","ESTUDO DE MÉTODOS NUMÉRICOS APLICADOS A ANÁLISE DE ESTRUTURAS","RODINEI MEDEIROS GOMES","RAIMUNDO APRIGIO DE MENEZES JUNIOR","2015","Engenharia Mecânica","Mecânica dos Sólidos","PIBITI",""
"AVALIAÇÃO DA ESTABILIDADE TÉRMICA E OXIDATIVA DO ÓLEO CRANBERRY (VACCINIUM MACROCARPON)","AVALIAÇÃO DA ESTABILIDADE TÉRMICA E OXIDATIVA, E ATIVIDADE ANTIOXIDANTE DO CRANBERRY (VACCINIUM MACROCARPON)","ISMAEL IVAN ROCKENBACH","ANTONIO GOUVEIA DE SOUZA","2015","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","PIBITI",""
"AVALIAÇÃO DAS PROPRIEDADES FÍSICAS E ESTRUTURAIS DE COMPÓSITOS CIMIENTÍCIOS ALCALINAMENTE ATIVADOS COM SILICA AMORFA","DESEMPENHO DE MATRIZES CIMENTÍCIAS FRENTE À REAÇÃO ÁLCALI-AGREGADO","KELLY CRISTIANE GOMES DA SILVA","SANDRO MARDEN TORRES","2015","Materiais","","PIBITI",""
"FORMAÇÃO DE SILICA GEL A PARTIR DE SILICA AMORFA","DESEMPENHO DE MATRIZES CIMENTÍCIAS FRENTE À REAÇÃO ÁLCALI-AGREGADO","KELLY CRISTIANE GOMES DA SILVA","SANDRO MARDEN TORRES","2015","Materiais","","PIBITI",""
"ESTUDO NUMÉRICO DAS AÇÕES TÉRMICAS E DINÂMICAS MODAIS EM ESTRUTURAS RETICULARES DE SUPORTE FLUTUANTE PARA PAINÉIS SOLARES EM SUPERFÍCIES DE LAGOS","ESTUDO DE MÉTODOS NUMÉRICOS APLICADOS A ANÁLISE DE ESTRUTURAS","RODINEI MEDEIROS GOMES","RAIMUNDO APRIGIO DE MENEZES JUNIOR","2015","Engenharia Mecânica","Mecânica dos Sólidos","PIBITI",""
"FILMES FINOS DE TIO2 OBTIDOS PELO MÉTODO PECHINI MODIFICADO, PARA FOTODEGRADAÇÃO DE CORANTES TÊXTEIS","ÓXIDOS OBTIDOS PELO MÉTODO PECHINI PARA FOTOCATÁLISE HETEROGÊNEA","ANTONIA LUCIA DE SOUZA","IEDA MARIA GARCIA DOS SANTOS","2015","Química","Química Inorgânica","PIBITI",""
"AVALIAÇÃO DA SENSIBILIDADE VISUAL CROMÁTICA EM PACIENTES ESQUIZOFRÊNICOS MEDICADOS","SENSIBILIDADE AO CONTRASTE VISUAL DE PACIENTES COM TRANSTORNOS NEUROPSIQUIÁTRICOS MEDICADOS","FLAVIO FREITAS BARBOSA","NATANAEL ANTONIO DOS SANTOS","2015","Psicologia","Psicologia Fisiológica","PIBITI",""
